NOC,Sport,1996 - Bronze_sum,1996 - Silver_sum,1996 - Gold_sum,1996 - Medals_sum,2000 - Bronze_sum,2000 - Silver_sum,2000 - Gold_sum,2000 - Medals_sum,2004 - Bronze_sum,2004 - Silver_sum,2004 - Gold_sum,2004 - Medals_sum,2008 - Bronze_sum,2008 - Silver_sum,2008 - Gold_sum,2008 - Medals_sum,2012 - Bronze_sum,2012 - Silver_sum,2012 - Gold_sum,2012 - Medals_sum,2016 - Bronze_sum,2016 - Silver_sum,2016 - Gold_sum,2016 - Medals_sum
FRA,Swimming_sports,0,0,0,0,2,1,0,3,3,0,0,3,1,5,0,6,6,3,3,12,1,5,0,6
